job_name,job_href,comp_name,comp_href,job_desc,job_tags,job_search_item
【亞馬遜Amazon】電商實習生 (兼職、轉正機會) Amazon Project Assistant Intern（Part-time）,/companies/hour-loop/jobs/f19e15,Hour Loop 飛輪電商,/companies/hour-loop,遠見，善於溝通和帶領團隊，你可能就是未來的帶人主管！ 我們提供彈性且暢通的職涯管道，讓你從實習生就能參與重要專案並獨立解決問題！ 1. 職涯發展管道： 入職新人由專案助理實習生 （Project Assistant,"['SQL/MySQL', 'Python', 'R', '']","[<div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-user""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">3<div class=""SeparatorDot_dot__g1jpj"">・</div><div class=""JobSearchItem_featureSegments__ywEPs""><div><a class=""Button_button__pHaIp Button_buttonLinkGreen__tWd0M Button_buttonSmall__uM2J8 Button_buttonNoPadding__IVtkn"" href=""/jobs/%E5%AF%A6%E7%BF%92?job_type%5B0%5D=internship""><div class=""Button_buttonContent__k97_k""><div class=""Button_buttonContentMain__vgeLf"">實習生</div></div></a></div><div class=""SeparatorDot_dot__g1jpj"">・</div><div><a class=""Button_button__pHaIp Button_buttonLinkGreen__tWd0M Button_buttonSmall__uM2J8 Button_buttonNoPadding__IVtkn"" href=""/jobs/%E5%AF%A6%E7%BF%92?seniority_level%5B0%5D=entry_level""><div class=""Button_buttonContent__k97_k""><div class=""Button_buttonContentMain__vgeLf"">初階</div></div></a></div></div></div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-map-marker-alt""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW""><div class=""JobSearchItem_featureSegments__ywEPs""><a class=""JobSearchItem_featureSegmentLink__yMxQc"" href=""/jobs/%E5%AF%A6%E7%BF%92?location_list%5B0%5D=Sinsing%20District%2C%20Kaohsiung%20City%2C%20Taiwan%20800"">Sinsing District, Kaohsiung City, Taiwan 800</a><div class=""SeparatorDot_dot__g1jpj"">・</div><a class=""JobSearchItem_featureSegmentLink__yMxQc"" href=""/jobs/%E5%AF%A6%E7%BF%92?location_list%5B0%5D=Xinyi%20District%2C%20Taipei%20City%2C%20Taiwan%20110"">Xinyi District, Taipei City, Taiwan 110</a><div class=""SeparatorDot_dot__g1jpj"">・</div><a class=""JobSearchItem_featureSegmentLink__yMxQc"" href=""/jobs/%E5%AF%A6%E7%BF%92?location_list%5B0%5D=West%20District%2C%20Taichung%20City%2C%20Taiwan%20403"">West District, Taichung City, Taiwan 403</a><div class=""SeparatorDot_dot__g1jpj"">・</div><a class=""JobSearchItem_featureSegmentLink__yMxQc"" href=""/jobs/%E5%AF%A6%E7%BF%92?location_list%5B0%5D=Yongkang%20District%2C%20Tainan%20City%2C%20Taiwan%20710"">Yongkang District, Tainan City, Taiwan 710</a></div></div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-dollar-sign""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">200 TWD / 小時</div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-business-time""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">需具備 1 年以上工作經驗</div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-sitemap""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">不需負擔管理責任</div></div>]"
【凱基金控】2025 暑期實習(Intern)計畫,/companies/KGIFinancial/jobs/kgiintern2025,凱基金融控股股份有限公司 | 凱基銀行 | 凱基證券 | 中華開發資本 | 凱基人壽 | 凱基投信,/companies/KGIFinancial,機會 - ⏰ 計畫時程 📌 履歷收件期間：自即日起至 2025 年 3 月 31 日(一)止 📌 報到日：2025 年 7 月 1 日(二) 📌 實習期間原則以 2025 年 7月 1 日 – 8 月 31 日為主，實際期間視各單位決定。 - 【凱基金控集團 2025 Intern 暑期實習,"['實習', 'intern']","[<div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-user""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">50<div class=""SeparatorDot_dot__g1jpj"">・</div><div class=""JobSearchItem_featureSegments__ywEPs""><div><a class=""Button_button__pHaIp Button_buttonLinkGreen__tWd0M Button_buttonSmall__uM2J8 Button_buttonNoPadding__IVtkn"" href=""/jobs/%E5%AF%A6%E7%BF%92?job_type%5B0%5D=internship""><div class=""Button_buttonContent__k97_k""><div class=""Button_buttonContentMain__vgeLf"">實習生</div></div></a></div><div class=""SeparatorDot_dot__g1jpj"">・</div><div><a class=""Button_button__pHaIp Button_buttonLinkGreen__tWd0M Button_buttonSmall__uM2J8 Button_buttonNoPadding__IVtkn"" href=""/jobs/%E5%AF%A6%E7%BF%92?seniority_level%5B0%5D=internship_level""><div class=""Button_buttonContent__k97_k""><div class=""Button_buttonContentMain__vgeLf"">實習</div></div></a></div></div></div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-map-marker-alt""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW""><div class=""JobSearchItem_featureSegments__ywEPs""><a class=""JobSearchItem_featureSegmentLink__yMxQc"" href=""/jobs/%E5%AF%A6%E7%BF%92?location_list%5B0%5D=Taipei%20City%2C%20Taiwan"">台北市, 台灣</a></div></div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-dollar-sign""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">3萬 ~ 3.3萬 TWD / 月</div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-business-time""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">不限年資</div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-sitemap""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">不需負擔管理責任</div></div>]"
【長期兼職】社群行銷實習生,/companies/jkopay/jobs/long-term-part-time-job-social-marketing-intern,街口電子支付股份有限公司,/companies/jkopay,街口支付在線上線下擁有多元的使用場景，此職位隸屬於行銷公關部，將負責協助品牌溝通團隊之社群經營，以有趣且多樣的創意發想，持續將電子支付服務推廣給更多使用者！ 【工作內容】 1. 發,"['IG', 'FB', 'Threads', '']","[<div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-user""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">1<div class=""SeparatorDot_dot__g1jpj"">・</div><div class=""JobSearchItem_featureSegments__ywEPs""><div><a class=""Button_button__pHaIp Button_buttonLinkGreen__tWd0M Button_buttonSmall__uM2J8 Button_buttonNoPadding__IVtkn"" href=""/jobs/%E5%AF%A6%E7%BF%92?job_type%5B0%5D=internship""><div class=""Button_buttonContent__k97_k""><div class=""Button_buttonContentMain__vgeLf"">實習生</div></div></a></div><div class=""SeparatorDot_dot__g1jpj"">・</div><div><a class=""Button_button__pHaIp Button_buttonLinkGreen__tWd0M Button_buttonSmall__uM2J8 Button_buttonNoPadding__IVtkn"" href=""/jobs/%E5%AF%A6%E7%BF%92?seniority_level%5B0%5D=internship_level""><div class=""Button_buttonContent__k97_k""><div class=""Button_buttonContentMain__vgeLf"">實習</div></div></a></div></div></div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-map-marker-alt""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW""><div class=""JobSearchItem_featureSegments__ywEPs""><a class=""JobSearchItem_featureSegmentLink__yMxQc"" href=""/jobs/%E5%AF%A6%E7%BF%92?location_list%5B0%5D=Songshan%20District%2C%20Taipei%20City%2C%20Taiwan"">松山區, 台北市, 台灣</a></div></div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-dollar-sign""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">200+ TWD / 小時</div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-business-time""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">不限年資</div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-sitemap""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">不需負擔管理責任</div></div>]"
[外商暑期實習Internship] HR/Hunter/Social Media intern 人資/獵才/社群行銷實習生 (完整配合7&8月/星期一至五進辦/一對一導師制),/companies/recruit-express-taiwan/jobs/9ea26f,新加坡商立可人事顧問有限公司台灣分公司 Recruit Express (Taiwan),/companies/recruit-express-taiwan,投遞前請先至以下平台瀏覽我們的公司文化 Facebook Instagram Medium (顧問心得分享) Podcast (立可職場文化) 【公司介紹】 新加坡商立可人事隸屬於新加坡最大且唯一上市的獵才集團HRnetgroup，總公司位於新加坡，分別於台北信,"['internship', 'intern', '台灣台北', '']","[<div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-user""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">6<div class=""SeparatorDot_dot__g1jpj"">・</div><div class=""JobSearchItem_featureSegments__ywEPs""><div><a class=""Button_button__pHaIp Button_buttonLinkGreen__tWd0M Button_buttonSmall__uM2J8 Button_buttonNoPadding__IVtkn"" href=""/jobs/%E5%AF%A6%E7%BF%92?job_type%5B0%5D=internship""><div class=""Button_buttonContent__k97_k""><div class=""Button_buttonContentMain__vgeLf"">實習生</div></div></a></div><div class=""SeparatorDot_dot__g1jpj"">・</div><div><a class=""Button_button__pHaIp Button_buttonLinkGreen__tWd0M Button_buttonSmall__uM2J8 Button_buttonNoPadding__IVtkn"" href=""/jobs/%E5%AF%A6%E7%BF%92?seniority_level%5B0%5D=internship_level""><div class=""Button_buttonContent__k97_k""><div class=""Button_buttonContentMain__vgeLf"">實習</div></div></a></div></div></div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-map-marker-alt""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW""><div class=""JobSearchItem_featureSegments__ywEPs""><a class=""JobSearchItem_featureSegmentLink__yMxQc"" href=""/jobs/%E5%AF%A6%E7%BF%92?location_list%5B0%5D=Taipei%2C%20Taiwan"">Taipei, Taiwan</a><div class=""SeparatorDot_dot__g1jpj"">・</div><a class=""JobSearchItem_featureSegmentLink__yMxQc"" href=""/jobs/%E5%AF%A6%E7%BF%92?location_list%5B0%5D=Xinyi%20District%2C%20Taipei%20City%2C%20Taiwan%20110"">Xinyi District, Taipei City, Taiwan 110</a></div></div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-dollar-sign""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">190 TWD / 小時</div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-business-time""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">不限年資</div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-sitemap""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">不需負擔管理責任</div></div>]"
2025foodpanda暑期實習生,/companies/foodpanda/jobs/2025foodpanda-summer-intern,foodpanda,/companies/foodpanda,解外送與電商產業的最新發展 - 高度參與專案規劃 — 參與部門專案，從策略發想到執行，發揮影響力 - 實習生團體合作專案 — 與其他實習生合作專案，發揮創意與團隊協作力 【實習福利】 - 時薪：190元 -員工福,"['intern', 'summer intern']","[<div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-user""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">10<div class=""SeparatorDot_dot__g1jpj"">・</div><div class=""JobSearchItem_featureSegments__ywEPs""><div><a class=""Button_button__pHaIp Button_buttonLinkGreen__tWd0M Button_buttonSmall__uM2J8 Button_buttonNoPadding__IVtkn"" href=""/jobs/%E5%AF%A6%E7%BF%92?job_type%5B0%5D=internship""><div class=""Button_buttonContent__k97_k""><div class=""Button_buttonContentMain__vgeLf"">實習生</div></div></a></div><div class=""SeparatorDot_dot__g1jpj"">・</div><div><a class=""Button_button__pHaIp Button_buttonLinkGreen__tWd0M Button_buttonSmall__uM2J8 Button_buttonNoPadding__IVtkn"" href=""/jobs/%E5%AF%A6%E7%BF%92?seniority_level%5B0%5D=internship_level""><div class=""Button_buttonContent__k97_k""><div class=""Button_buttonContentMain__vgeLf"">實習</div></div></a></div></div></div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-map-marker-alt""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW""><div class=""JobSearchItem_featureSegments__ywEPs""><a class=""JobSearchItem_featureSegmentLink__yMxQc"" href=""/jobs/%E5%AF%A6%E7%BF%92?location_list%5B0%5D=Xinyi%20District%2C%20Taipei%20City%2C%20Taiwan"">信義區, 台北市, 台灣</a></div></div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-dollar-sign""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">190 TWD / 小時</div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-business-time""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">不限年資</div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-sitemap""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">不需負擔管理責任</div></div>]"
SEO與行銷數據分析實習生（在學或兼職亦可）,/companies/growthmarketing/jobs/fbd02b,零一成長行銷有限公司,/companies/growthmarketing,力，歡迎你主動提出想法 你可以與創辦人或PM一起提升專案的高度與極限！ 參加過我們戰鬥營及實習計畫的同學，有錄取dcard、綠藤生機、嬌生、L’oreal 等知名公司及國外知名研究所，只要你敢夢也有行,"['LLMs prompting', 'chatgpt', 'python']","[<div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-user""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">1<div class=""SeparatorDot_dot__g1jpj"">・</div><div class=""JobSearchItem_featureSegments__ywEPs""><div><a class=""Button_button__pHaIp Button_buttonLinkGreen__tWd0M Button_buttonSmall__uM2J8 Button_buttonNoPadding__IVtkn"" href=""/jobs/%E5%AF%A6%E7%BF%92?job_type%5B0%5D=internship""><div class=""Button_buttonContent__k97_k""><div class=""Button_buttonContentMain__vgeLf"">實習生</div></div></a></div><div class=""SeparatorDot_dot__g1jpj"">・</div><div><a class=""Button_button__pHaIp Button_buttonLinkGreen__tWd0M Button_buttonSmall__uM2J8 Button_buttonNoPadding__IVtkn"" href=""/jobs/%E5%AF%A6%E7%BF%92?seniority_level%5B0%5D=internship_level""><div class=""Button_buttonContent__k97_k""><div class=""Button_buttonContentMain__vgeLf"">實習</div></div></a></div></div></div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-map-marker-alt""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW""><div class=""JobSearchItem_featureSegments__ywEPs""><a class=""JobSearchItem_featureSegmentLink__yMxQc"" href=""/jobs/%E5%AF%A6%E7%BF%92?location_list%5B0%5D=Zhongzheng%20District%2C%20Taipei%20City%2C%20Taiwan%20100"">Zhongzheng District, Taipei City, Taiwan 100</a></div></div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-dollar-sign""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">190 ~ 250 TWD / 小時</div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-business-time""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">不限年資</div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><div class=""Tooltip_wrapper__syn7N""><div class=""Tooltip_handle__qebGS Tooltip_handleCursorPointer__Jk_Ol""><i class=""fa fa-sitemap""></i></div><div class=""Tooltip_tooltip__Tflhp"" style=""position:absolute;left:0;top:0""></div></div></div><div class=""InlineMessage_label__LJGjW"">不需負擔管理責任</div></div>, <div class=""InlineMessage_inlineMessage____Ulc InlineMessage_inlineMessageLarge__uaRgi InlineMessage_inlineMessageDark__JjyEO""><div class=""InlineMessage_icon__2M_1k""><i class=""fa fa-thumbs-up""></i></div><div class=""InlineMessage_label__LJGjW""><div class=""Tags_wrapper__UQ34T Tags_secondary__Cpr_1 Tags_tagsMedium__PC_Iu""><a class=""Tags_item__B6Bjo Tags_itemClickable__ebGba"" href=""https://www.cake.me/jobs?inclusivity_traits_text%5B0%5D=career_change"">友善轉職人士</a><a class=""Tags_item__B6Bjo Tags_itemClickable__ebGba"" href=""https://www.cake.me/jobs?inclusivity_traits_text%5B0%5D=back_to_work"">重返職場</a></div></div></div>]"
